player_id,season,player,pfr_id,tm,age,pos,g,gs,tgt,rec,yds,td,x1d,ybc,ybc_r,yac,yac_r,adot,brk_tkl,rec_br,drop,drop_percent,int,rat,loaded
00-0036232,2022,Harrison Bryant,BryaHa00,CLE,24.0,TE,17.0,9.0,42.0,31.0,239.0,1.0,12.0,126.0,4.1,113.0,3.6,5.7,1.0,31.0,5.0,0.11900000000000001,0.0,95.2,2023-08-28
00-0036876,2022,Kylen Granson,GranKy00,IND,24.0,TE,13.0,4.0,40.0,31.0,302.0,0.0,17.0,178.0,5.7,124.0,4.0,6.5,0.0,,2.0,0.05,3.0,66.9,2023-08-28
00-0031687,2022,Raheem Mostert,MostRa00,MIA,30.0,RB,16.0,14.0,42.0,31.0,202.0,2.0,11.0,23.0,0.7,179.0,5.8,1.1,8.0,3.9,2.0,0.048,1.0,89.6,2023-08-28
00-0031547,2022,DeVante Parker,ParkDe01,NE,29.0,WR,13.0,11.0,47.0,31.0,539.0,3.0,25.0,434.0,14.0,105.0,3.4,15.9,3.0,10.3,1.0,0.021,4.0,90.6,2023-08-28
00-0038115,2022,Daniel Bellinger,BellDa00,NYG,22.0,TE,12.0,11.0,35.0,30.0,268.0,2.0,14.0,124.0,4.1,144.0,4.8,4.0,0.0,,1.0,0.028999999999999998,0.0,117.6,2023-08-28
00-0034777,2022,DJ Chark,CharDJ00,DET,26.0,WR,11.0,10.0,52.0,30.0,502.0,3.0,24.0,368.0,12.3,134.0,4.5,15.2,0.0,,5.0,0.096,1.0,101.6,2023-08-28
00-0034367,2022,Nyheim Hines,HineNy00,2TM,26.0,RB,16.0,5.0,37.0,30.0,241.0,1.0,11.0,51.0,1.7,190.0,6.3,3.1,3.0,10.0,2.0,0.054000000000000006,0.0,102.8,2023-08-28
00-0036493,2022,Deon Jackson,JackDe02,IND,23.0,RB,16.0,2.0,34.0,30.0,209.0,1.0,10.0,-19.0,-0.6,228.0,7.6,-0.5,3.0,10.0,1.0,0.028999999999999998,1.0,89.8,2023-08-28
00-0037258,2022,Dameon Pierce,PierDa01,HOU,22.0,RB,13.0,13.0,39.0,30.0,165.0,1.0,7.0,-32.0,-1.1,197.0,6.6,-0.3,8.0,3.8,3.0,0.077,1.0,81.7,2023-08-28
00-0034487,2022,Trent Sherfield,SherTr00,MIA,26.0,WR,17.0,4.0,51.0,30.0,417.0,2.0,18.0,272.0,9.1,145.0,4.8,10.9,1.0,30.0,3.0,0.059000000000000004,2.0,81.9,2023-08-28
00-0037744,2022,Trey McBride,McBrTr01,ARI,23.0,TE,16.0,13.0,39.0,29.0,265.0,1.0,12.0,148.0,5.1,117.0,4.0,6.1,0.0,,2.0,0.051,0.0,100.9,2023-08-28
00-0036265,2022,AJ Dillon,DillAJ00,GB,24.0,RB,17.0,3.0,43.0,28.0,206.0,0.0,9.0,9.0,0.3,197.0,7.0,0.5,3.0,9.3,7.0,0.163,0.0,76.3,2023-08-28
00-0036637,2022,Noah Gray,GrayNo00,KC,23.0,TE,17.0,8.0,34.0,28.0,299.0,1.0,14.0,117.0,4.2,182.0,6.5,5.0,2.0,14.0,1.0,0.028999999999999998,0.0,113.1,2023-08-28
00-0036955,2022,Terrace Marshall,MarsTe00,CAR,22.0,WR,14.0,9.0,47.0,28.0,490.0,1.0,24.0,349.0,12.5,141.0,5.0,12.3,1.0,28.0,3.0,0.064,0.0,102.3,2023-08-28
00-0036970,2022,Kyle Pitts,PittKy00,ATL,22.0,TE,10.0,10.0,59.0,28.0,356.0,2.0,20.0,230.0,8.2,126.0,4.5,13.8,0.0,,3.0,0.051,1.0,71.0,2023-08-28
00-0037545,2022,Rashid Shaheed,ShahRa00,NO,24.0,WR,12.0,6.0,34.0,28.0,488.0,2.0,18.0,312.0,11.1,176.0,6.3,11.6,0.0,,1.0,0.028999999999999998,0.0,138.4,2023-08-28
00-0036223,2022,Jonathan Taylor,TaylJo02,IND,23.0,RB,11.0,11.0,40.0,28.0,143.0,0.0,4.0,-61.0,-2.2,204.0,7.3,-1.7,3.0,9.3,1.0,0.025,1.0,64.9,2023-08-28
00-0031610,2022,Darren Waller,WallDa01,LV,30.0,TE,9.0,6.0,43.0,28.0,388.0,3.0,18.0,308.0,11.0,80.0,2.9,13.5,0.0,,3.0,0.07,2.0,97.8,2023-08-28
00-0037228,2022,Jaylen Warren,WarrJa01,PIT,24.0,RB,16.0,0.0,33.0,28.0,214.0,0.0,14.0,-11.0,-0.4,225.0,8.0,-0.5,3.0,9.3,3.0,0.091,0.0,93.7,2023-08-28
00-0034791,2022,Nick Chubb,ChubNi00,CLE,27.0,RB,17.0,17.0,37.0,27.0,239.0,1.0,12.0,-20.0,-0.7,259.0,9.6,0.0,3.0,9.0,4.0,0.10800000000000001,0.0,98.8,2023-08-28
00-0030068,2022,Marquise Goodwin,GoodMa00,SEA,32.0,WR,13.0,2.0,42.0,27.0,387.0,4.0,18.0,273.0,10.1,114.0,4.2,10.5,2.0,13.5,2.0,0.048,1.0,115.9,2023-08-28
00-0032602,2022,JD McKissic,McKiJ.00,WAS,29.0,RB,8.0,0.0,40.0,27.0,173.0,0.0,7.0,21.0,0.8,152.0,5.6,1.3,2.0,13.5,1.0,0.025,2.0,55.5,2023-08-28
00-0030513,2022,Latavius Murray,MurrLa00,2TM,32.0,RB,13.0,7.0,35.0,27.0,132.0,0.0,4.0,-56.0,-2.1,188.0,7.0,-1.8,0.0,,0.0,0.0,0.0,82.1,2023-08-28
00-0036268,2022,Laviska Shenault,ShenLa00,CAR,24.0,WR,13.0,4.0,32.0,27.0,272.0,1.0,10.0,-58.0,-2.1,330.0,12.2,-0.7,0.0,,2.0,0.063,0.0,112.5,2023-08-28
00-0033858,2022,Jonnu Smith,SmitJo01,NE,27.0,TE,14.0,8.0,38.0,27.0,245.0,0.0,9.0,45.0,1.7,200.0,7.4,3.1,9.0,3.0,2.0,0.053,1.0,77.2,2023-08-28
00-0038134,2022,Kenneth Walker,WalkKe00,SEA,22.0,RB,15.0,11.0,35.0,27.0,165.0,0.0,6.0,-56.0,-2.1,221.0,8.2,-2.1,3.0,9.0,2.0,0.057,1.0,74.1,2023-08-28
00-0032104,2022,Ameer Abdullah,AbduAm00,LV,29.0,RB,17.0,0.0,32.0,25.0,211.0,1.0,8.0,16.0,0.6,195.0,7.8,3.0,2.0,12.5,1.0,0.031,0.0,104.6,2023-08-28
00-0036383,2022,Eno Benjamin,BenjEn00,3TM,23.0,,15.0,3.0,34.0,25.0,193.0,0.0,10.0,-41.0,-1.6,234.0,9.4,-1.2,3.0,8.3,3.0,0.08800000000000001,0.0,87.0,2023-08-28
00-0032144,2022,Melvin Gordon,GordMe00,DEN,29.0,RB,10.0,6.0,32.0,25.0,223.0,0.0,11.0,17.0,0.7,206.0,8.2,0.7,1.0,25.0,3.0,0.094,0.0,95.7,2023-08-28
00-0035140,2022,Mecole Hardman,HardMe00,KC,24.0,WR,8.0,5.0,34.0,25.0,297.0,4.0,14.0,137.0,5.5,160.0,6.4,8.1,1.0,25.0,1.0,0.028999999999999998,0.0,139.0,2023-08-28
00-0031382,2022,Jarvis Landry,LandJa00,NO,30.0,WR,9.0,3.0,39.0,25.0,272.0,1.0,12.0,211.0,8.4,61.0,2.4,9.6,1.0,25.0,2.0,0.051,2.0,71.7,2023-08-28
00-0036244,2022,Colby Parkinson,ParkCo02,SEA,23.0,TE,17.0,2.0,34.0,25.0,322.0,2.0,14.0,172.0,6.9,150.0,6.0,8.2,0.0,,0.0,0.0,0.0,122.4,2023-08-28
00-0034970,2022,Irv Smith,SmitIr01,MIN,24.0,TE,8.0,1.0,36.0,25.0,182.0,2.0,9.0,88.0,3.5,94.0,3.8,4.6,0.0,,2.0,0.055999999999999994,1.0,88.0,2023-08-28
00-0036182,2022,Nick Westbrook-Ikhine,WestNi00,TEN,25.0,WR,17.0,13.0,50.0,25.0,397.0,3.0,18.0,285.0,11.4,112.0,4.5,12.8,1.0,25.0,2.0,0.04,2.0,80.2,2023-08-28
00-0037755,2022,Jelani Woods,WoodJe01,IND,24.0,TE,15.0,2.0,40.0,25.0,312.0,3.0,16.0,192.0,7.7,120.0,4.8,10.0,1.0,25.0,3.0,0.075,1.0,101.2,2023-08-28
00-0037257,2022,David Bell,BellDa02,CLE,22.0,WR,16.0,3.0,35.0,24.0,214.0,0.0,7.0,139.0,5.8,75.0,3.1,7.1,3.0,8.0,3.0,0.086,4.0,45.1,2023-08-28
00-0027942,2022,AJ Green,GreeA.00,ARI,34.0,WR,15.0,10.0,47.0,24.0,236.0,2.0,11.0,180.0,7.5,56.0,2.3,11.0,2.0,12.0,2.0,0.043,3.0,53.1,2023-08-28
00-0035864,2022,Kendall Hinton,HintKe00,DEN,25.0,WR,12.0,5.0,33.0,24.0,311.0,0.0,14.0,172.0,7.2,139.0,5.8,9.2,3.0,8.0,4.0,0.121,0.0,102.0,2023-08-28
00-0036415,2022,Van Jefferson,JeffVa00,LA,26.0,WR,11.0,9.0,44.0,24.0,369.0,3.0,20.0,331.0,13.8,38.0,1.6,15.8,0.0,,1.0,0.023,3.0,76.8,2023-08-28
00-0027944,2022,Julio Jones,JoneJu02,TB,33.0,WR,10.0,5.0,43.0,24.0,299.0,2.0,13.0,175.0,7.3,124.0,5.2,13.8,2.0,12.0,1.0,0.023,0.0,93.1,2023-08-28
00-0034646,2022,Brandon Powell,PoweBr00,LA,27.0,WR,17.0,6.0,32.0,24.0,156.0,0.0,7.0,-28.0,-1.2,184.0,7.7,1.5,0.0,,3.0,0.094,0.0,84.9,2023-08-28
00-0033572,2022,Jamal Agnew,AgneJa00,JAX,27.0,WR,15.0,0.0,30.0,23.0,187.0,3.0,9.0,66.0,2.9,121.0,5.3,6.1,0.0,,2.0,0.067,0.0,125.3,2023-08-28
00-0036919,2022,Kenneth Gainwell,GainKe00,PHI,23.0,RB,17.0,0.0,29.0,23.0,169.0,0.0,7.0,28.0,1.2,141.0,6.1,1.4,3.0,7.7,2.0,0.069,1.0,76.6,2023-08-28
00-0035298,2022,Scott Miller,MillSc01,TB,25.0,WR,15.0,1.0,40.0,23.0,185.0,0.0,8.0,152.0,6.6,33.0,1.4,12.8,0.0,,3.0,0.075,0.0,69.3,2023-08-28
00-0038117,2022,WanDale Robinson,RobiWa01,NYG,21.0,WR,6.0,3.0,31.0,23.0,227.0,1.0,13.0,101.0,4.4,126.0,5.5,6.2,1.0,23.0,1.0,0.032,0.0,105.2,2023-08-28
00-0038090,2022,Skyy Moore,MoorSk01,KC,22.0,WR,16.0,3.0,33.0,22.0,250.0,0.0,13.0,102.0,4.6,148.0,6.7,7.9,2.0,11.0,1.0,0.03,3.0,51.3,2023-08-28
00-0036572,2022,Shi Smith,SmitSh03,CAR,24.0,WR,17.0,6.0,41.0,22.0,296.0,2.0,14.0,164.0,7.5,132.0,6.0,7.5,1.0,22.0,3.0,0.073,3.0,62.7,2023-08-28
00-0038104,2022,Tyquan Thornton,ThorTy00,NE,22.0,WR,13.0,9.0,45.0,22.0,247.0,2.0,13.0,179.0,8.1,68.0,3.1,14.2,0.0,,5.0,0.111,2.0,62.0,2023-08-28
00-0034115,2022,Jeff Wilson,WilsJe01,2TM,27.0,RB,16.0,7.0,37.0,22.0,185.0,1.0,7.0,49.0,2.2,136.0,6.2,2.6,0.0,,3.0,0.081,1.0,70.2,2023-08-28
00-0037248,2022,James Cook,CookJa01,BUF,23.0,RB,16.0,0.0,32.0,21.0,180.0,1.0,5.0,48.0,2.3,132.0,6.3,2.4,0.0,,3.0,0.094,1.0,77.6,2023-08-28
00-0034253,2022,Dontrell Hilliard,HillDo00,TEN,27.0,RB,12.0,1.0,26.0,21.0,177.0,4.0,8.0,26.0,1.2,151.0,7.2,1.5,0.0,,3.0,0.115,0.0,134.6,2023-08-28
00-0030578,2022,Cordarrelle Patterson,PattCo00,ATL,31.0,RB,13.0,11.0,31.0,21.0,122.0,0.0,6.0,6.0,0.3,116.0,5.5,2.5,0.0,,1.0,0.032,2.0,48.1,2023-08-28
00-0034279,2022,Equanimeous St Brown,St.BEq00,CHI,26.0,WR,16.0,16.0,38.0,21.0,323.0,1.0,14.0,234.0,11.1,89.0,4.2,13.0,0.0,,1.0,0.026000000000000002,3.0,59.4,2023-08-28
00-0034365,2022,Ian Thomas,ThomIa00,CAR,26.0,TE,17.0,17.0,30.0,21.0,197.0,0.0,8.0,15.0,0.7,182.0,8.7,2.3,2.0,10.5,3.0,0.1,0.0,87.8,2023-08-28
00-0032134,2022,CJ Uzomah,UzomC.00,NYJ,29.0,TE,15.0,13.0,27.0,21.0,232.0,2.0,10.0,127.0,6.0,105.0,5.0,7.3,2.0,10.5,0.0,0.0,0.0,127.2,2023-08-28
00-0031273,2022,Cameron Brate,BratCa00,TB,31.0,TE,11.0,1.0,38.0,20.0,174.0,0.0,8.0,113.0,5.7,61.0,3.1,7.0,2.0,10.0,1.0,0.026000000000000002,2.0,43.1,2023-08-28
00-0033308,2022,Matt Breida,BreiMa00,NYG,27.0,RB,17.0,1.0,25.0,20.0,118.0,0.0,5.0,18.0,0.9,100.0,5.0,1.9,1.0,20.0,1.0,0.04,0.0,86.3,2023-08-28
00-0032688,2022,Robbie Chosen,AndeRo04,2TM,29.0,WR,16.0,7.0,44.0,20.0,282.0,1.0,10.0,186.0,9.3,96.0,4.8,14.1,0.0,,2.0,0.045,1.0,64.8,2023-08-28
00-0032208,2022,Phillip Dorsett,DorsPh00,HOU,29.0,WR,15.0,4.0,40.0,20.0,257.0,1.0,11.0,195.0,9.8,62.0,3.1,11.1,0.0,,3.0,0.075,2.0,58.0,2023-08-28
00-0035806,2022,JaMycal Hasty,HastJa02,JAX,26.0,RB,17.0,0.0,26.0,20.0,126.0,1.0,7.0,-3.0,-0.2,129.0,6.5,-1.1,4.0,5.0,3.0,0.115,0.0,99.2,2023-08-28
00-0033854,2022,Dare Ogunbowale,OgunDa00,HOU,28.0,RB,17.0,4.0,26.0,20.0,104.0,0.0,5.0,-20.0,-1.0,124.0,6.2,-0.4,2.0,10.0,0.0,0.0,1.0,66.8,2023-08-28
00-0035243,2022,Miles Sanders,SandMi01,PHI,25.0,RB,17.0,15.0,26.0,20.0,78.0,0.0,2.0,-19.0,-1.0,97.0,4.9,0.9,2.0,10.0,2.0,0.077,0.0,78.7,2023-08-28
00-0033217,2022,Mo Alie-Cox,AlieMo00,IND,29.0,TE,17.0,11.0,28.0,19.0,189.0,3.0,9.0,90.0,4.7,99.0,5.2,5.4,2.0,9.5,1.0,0.036000000000000004,0.0,122.5,2023-08-28
00-0038041,2022,Jake Ferguson,FergJa00,DAL,23.0,TE,16.0,8.0,22.0,19.0,174.0,2.0,8.0,50.0,2.6,124.0,6.5,3.5,2.0,9.5,0.0,0.0,0.0,129.9,2023-08-28
00-0035222,2022,Zach Gentry,GentZa00,PIT,26.0,TE,17.0,13.0,23.0,19.0,132.0,0.0,6.0,30.0,1.6,102.0,5.4,2.8,0.0,,1.0,0.043,0.0,90.6,2023-08-28
00-0038120,2022,Breece Hall,HallBr03,NYJ,21.0,RB,7.0,2.0,31.0,19.0,218.0,1.0,8.0,47.0,2.5,171.0,9.0,4.7,2.0,9.5,5.0,0.161,1.0,79.8,2023-08-28
00-0029892,2022,Kyle Juszczyk,JuszKy00,SF,31.0,FB,16.0,12.0,23.0,19.0,200.0,1.0,9.0,51.0,2.7,149.0,7.8,2.7,2.0,9.5,1.0,0.043,0.0,117.4,2023-08-28
00-0033246,2022,Johnny Mundt,MundJo00,MIN,28.0,TE,17.0,12.0,21.0,19.0,140.0,1.0,9.0,23.0,1.2,117.0,6.2,1.4,2.0,9.5,2.0,0.095,0.0,110.3,2023-08-28
00-0034860,2022,Dante Pettis,PettDa00,CHI,27.0,WR,17.0,7.0,41.0,19.0,245.0,3.0,9.0,182.0,9.6,63.0,3.3,9.0,1.0,19.0,4.0,0.098,1.0,79.8,2023-08-28
00-0034765,2022,TreQuan Smith,SmitTr03,NO,26.0,WR,15.0,6.0,27.0,19.0,278.0,1.0,14.0,212.0,11.2,66.0,3.5,12.3,2.0,9.5,3.0,0.111,2.0,85.1,2023-08-28
00-0037005,2022,Tommy Tremble,TremTo00,CAR,22.0,TE,17.0,4.0,32.0,19.0,174.0,3.0,9.0,112.0,5.9,62.0,3.3,7.7,0.0,,1.0,0.031,1.0,92.4,2023-08-28
00-0036849,2022,Tutu Atwell,AtweTu00,LA,23.0,WR,13.0,4.0,35.0,18.0,298.0,1.0,11.0,238.0,13.2,60.0,3.3,17.8,2.0,9.0,1.0,0.028999999999999998,1.0,78.0,2023-08-28
00-0034419,2022,Braxton Berrios,BerrBr00,NYJ,27.0,WR,17.0,2.0,32.0,18.0,145.0,0.0,8.0,53.0,2.9,92.0,5.1,6.8,1.0,18.0,3.0,0.094,1.0,54.8,2023-08-28
00-0036422,2022,Adam Trautman,TrauAd00,NO,25.0,TE,15.0,12.0,22.0,18.0,207.0,1.0,9.0,84.0,4.7,123.0,6.8,5.4,1.0,18.0,1.0,0.045,0.0,121.0,2023-08-28
00-0036754,2022,Brock Wright,WrigBr01,DET,24.0,TE,17.0,10.0,24.0,18.0,216.0,4.0,13.0,51.0,2.8,165.0,9.2,3.0,0.0,,4.0,0.16699999999999998,0.0,141.7,2023-08-28
00-0036425,2022,DeeJay Dallas,DallDe00,SEA,24.0,RB,15.0,0.0,19.0,17.0,126.0,0.0,5.0,0.0,0.0,126.0,7.4,1.1,0.0,,0.0,0.0,0.0,94.3,2023-08-28
00-0033118,2022,Kenyan Drake,DrakKe00,BAL,28.0,RB,12.0,5.0,26.0,17.0,89.0,1.0,7.0,-36.0,-2.1,125.0,7.4,-0.5,2.0,8.5,4.0,0.154,1.0,67.6,2023-08-28
00-0036360,2022,Clyde Edwards-Helaire,EdwaCl00,KC,23.0,RB,10.0,6.0,23.0,17.0,151.0,3.0,11.0,7.0,0.4,144.0,8.5,0.4,3.0,5.7,1.0,0.043,0.0,130.6,2023-08-28
00-0033045,2022,Ezekiel Elliott,ElliEz00,DAL,27.0,RB,15.0,14.0,23.0,17.0,92.0,0.0,4.0,4.0,0.2,88.0,5.2,0.0,1.0,17.0,2.0,0.087,0.0,80.3,2023-08-28
00-0035657,2022,Damien Harris,HarrDa06,NE,25.0,RB,11.0,9.0,23.0,17.0,97.0,0.0,4.0,11.0,0.6,86.0,5.1,1.1,3.0,5.7,2.0,0.087,1.0,63.1,2023-08-28
00-0035664,2022,Darrell Henderson,HendDa00,LA,25.0,RB,10.0,7.0,22.0,17.0,102.0,0.0,5.0,-8.0,-0.5,110.0,6.5,1.3,0.0,,0.0,0.0,0.0,85.8,2023-08-28
00-0035771,2022,Mitchell Wilcox,WilcMi01,CIN,26.0,TE,16.0,4.0,18.0,17.0,139.0,1.0,6.0,65.0,3.8,74.0,4.4,4.5,1.0,17.0,0.0,0.0,0.0,117.4,2023-08-28
00-0037263,2022,Tyler Allgeier,AllgTy00,ATL,22.0,RB,16.0,7.0,17.0,16.0,139.0,1.0,8.0,-25.0,-1.6,164.0,10.3,-1.6,1.0,16.0,0.0,0.0,0.0,120.3,2023-08-28
00-0036219,2022,Marquez Callaway,CallMa01,NO,24.0,WR,14.0,3.0,32.0,16.0,158.0,1.0,11.0,123.0,7.7,35.0,2.2,12.4,0.0,,3.0,0.094,2.0,48.7,2023-08-28
00-0034681,2022,Chase Edmonds,EdmoCh00,2TM,26.0,RB,13.0,3.0,24.0,16.0,157.0,1.0,7.0,44.0,2.8,113.0,7.1,2.1,4.0,4.0,4.0,0.16699999999999998,0.0,98.8,2023-08-28
00-0035594,2022,Travis Homer,HomeTr00,SEA,24.0,RB,10.0,1.0,18.0,16.0,157.0,1.0,7.0,35.0,2.2,122.0,7.6,2.1,0.0,,0.0,0.0,0.0,121.5,2023-08-28
00-0027966,2022,Mark Ingram,IngrMa01,NO,33.0,RB,10.0,3.0,18.0,16.0,68.0,0.0,2.0,-10.0,-0.6,78.0,4.9,-0.9,1.0,16.0,0.0,0.0,0.0,82.4,2023-08-28
00-0031585,2022,MyCole Pruitt,PruiMy00,ATL,30.0,TE,13.0,4.0,21.0,16.0,150.0,4.0,10.0,75.0,4.7,75.0,4.7,5.3,0.0,,1.0,0.048,0.0,134.9,2023-08-28
00-0036991,2022,Amari Rodgers,RodgAm00,2TM,23.0,,16.0,1.0,25.0,16.0,204.0,1.0,12.0,130.0,8.1,74.0,4.6,9.4,2.0,8.0,1.0,0.04,1.0,86.1,2023-08-28
00-0032765,2022,Michael Thomas,ThomMi05,NO,29.0,WR,3.0,3.0,22.0,16.0,171.0,3.0,13.0,150.0,9.4,21.0,1.3,10.8,0.0,,1.0,0.045,0.0,134.7,2023-08-28
00-0036913,2022,Kadarius Toney,ToneKa00,2TM,23.0,WR,9.0,4.0,20.0,16.0,171.0,2.0,8.0,63.0,3.9,108.0,6.8,3.8,4.0,4.0,2.0,0.1,0.0,135.6,2023-08-28
00-0031325,2022,Sammy Watkins,WatkSa00,2TM,29.0,,12.0,5.0,27.0,16.0,325.0,0.0,11.0,199.0,12.4,126.0,7.9,13.1,0.0,,2.0,0.07400000000000001,0.0,101.6,2023-08-28
00-0036997,2022,Javonte Williams,WillJa10,DEN,22.0,RB,4.0,4.0,22.0,16.0,76.0,0.0,4.0,-42.0,-2.6,118.0,7.4,-1.1,2.0,8.0,1.0,0.045,0.0,77.1,2023-08-28
00-0036550,2022,Rashod Bateman,BateRa00,BAL,23.0,WR,6.0,5.0,28.0,15.0,285.0,2.0,7.0,152.0,10.1,133.0,8.9,13.4,1.0,15.0,4.0,0.14300000000000002,1.0,98.1,2023-08-28
00-0035021,2022,Ashton Dulin,DuliAs00,IND,25.0,WR,12.0,2.0,22.0,15.0,207.0,1.0,12.0,172.0,11.5,35.0,2.3,11.5,1.0,15.0,0.0,0.0,2.0,75.4,2023-08-28
00-0035125,2022,Alec Ingold,IngoAl01,MIA,26.0,FB,17.0,14.0,23.0,15.0,105.0,1.0,4.0,12.0,0.8,93.0,6.2,2.3,3.0,5.0,5.0,0.217,0.0,89.9,2023-08-28
00-0035341,2022,Trenton Irwin,IrwiTr00,CIN,27.0,WR,9.0,2.0,23.0,15.0,231.0,4.0,12.0,172.0,11.5,59.0,3.9,11.3,0.0,,1.0,0.043,0.0,137.9,2023-08-28
00-0034972,2022,Alexander Mattison,MattAl01,MIN,24.0,RB,17.0,0.0,18.0,15.0,91.0,1.0,4.0,-30.0,-2.0,121.0,8.1,-1.8,2.0,7.5,2.0,0.111,0.0,106.2,2023-08-28
00-0033251,2022,Zach Pascal,PascZa00,PHI,28.0,WR,17.0,2.0,19.0,15.0,150.0,1.0,9.0,64.0,4.3,86.0,5.7,6.1,1.0,15.0,1.0,0.053,1.0,95.2,2023-08-28
00-0033576,2022,Eric Saubert,SaubEr00,DEN,28.0,TE,17.0,6.0,24.0,15.0,148.0,1.0,6.0,73.0,4.9,75.0,5.0,8.4,3.0,5.0,2.0,0.083,1.0,76.4,2023-08-28
00-0034798,2022,Durham Smythe,SmytDu00,MIA,27.0,TE,16.0,15.0,20.0,15.0,129.0,1.0,7.0,82.0,5.5,47.0,3.1,4.0,0.0,,0.0,0.0,0.0,108.1,2023-08-28
00-0034386,2022,Justin Watson,WatsJu01,KC,26.0,WR,17.0,5.0,34.0,15.0,315.0,2.0,12.0,255.0,17.0,60.0,4.0,18.7,0.0,,5.0,0.147,1.0,84.8,2023-08-28
00-0036628,2022,John Bates,BateJo00,WAS,25.0,TE,16.0,7.0,22.0,14.0,108.0,1.0,4.0,54.0,3.9,54.0,3.9,5.2,1.0,14.0,2.0,0.091,0.0,90.7,2023-08-28
00-0036555,2022,Chuba Hubbard,HubbCh01,CAR,23.0,RB,15.0,2.0,17.0,14.0,171.0,0.0,5.0,29.0,2.1,142.0,10.1,0.5,1.0,14.0,1.0,0.059000000000000004,0.0,108.6,2023-08-28
00-0036556,2022,Brevin Jordan,JordBr00,HOU,22.0,TE,11.0,3.0,28.0,14.0,128.0,0.0,7.0,43.0,3.1,85.0,6.1,7.1,0.0,,2.0,0.071,2.0,33.0,2023-08-28
00-0036370,2022,Joshua Kelley,KellJo01,LAC,25.0,RB,13.0,1.0,25.0,14.0,101.0,0.0,4.0,13.0,0.9,88.0,6.3,1.9,0.0,,5.0,0.2,0.0,65.6,2023-08-28
00-0034407,2022,Ray-Ray McCloud,McClRa00,SF,26.0,WR,17.0,2.0,25.0,14.0,243.0,1.0,11.0,151.0,10.8,92.0,6.6,11.8,0.0,,2.0,0.08,0.0,102.6,2023-08-28
00-0035249,2022,Josh Oliver,OlivJo00,BAL,25.0,TE,17.0,9.0,25.0,14.0,149.0,2.0,7.0,75.0,5.4,74.0,5.3,8.3,1.0,14.0,3.0,0.12,0.0,100.2,2023-08-28
00-0034928,2022,Steven Sims,SimsSt00,PIT,25.0,WR,12.0,2.0,23.0,14.0,104.0,0.0,5.0,18.0,1.3,86.0,6.1,4.5,2.0,7.0,1.0,0.043,0.0,71.6,2023-08-28
00-0036414,2022,Cam Akers,AkerCa00,LA,23.0,RB,15.0,9.0,18.0,13.0,117.0,0.0,8.0,-19.0,-1.5,136.0,10.5,1.9,4.0,3.3,0.0,0.0,0.0,89.4,2023-08-28
00-0031868,2022,Damiere Byrd,ByrdDa00,ATL,29.0,WR,14.0,4.0,23.0,13.0,268.0,2.0,9.0,163.0,12.5,105.0,8.1,20.3,1.0,13.0,0.0,0.0,2.0,90.5,2023-08-28
00-0036145,2022,Lawrence Cager,CageLa01,2TM,25.0,TE,7.0,4.0,19.0,13.0,118.0,1.0,8.0,40.0,3.1,78.0,6.0,5.8,1.0,13.0,0.0,0.0,2.0,62.9,2023-08-28
00-0036332,2022,Josiah Deguara,DeguJo00,GB,25.0,TE,17.0,3.0,15.0,13.0,114.0,0.0,4.0,51.0,3.9,63.0,4.8,3.3,0.0,,2.0,0.133,0.0,98.3,2023-08-28
00-0034854,2022,KhaDarel Hodge,HodgKh00,ATL,27.0,WR,17.0,1.0,20.0,13.0,202.0,1.0,7.0,141.0,10.8,61.0,4.7,13.4,0.0,,1.0,0.05,0.0,115.0,2023-08-28
00-0037157,2022,Zonovan Knight,KnigZo00,NYJ,21.0,RB,7.0,4.0,14.0,13.0,100.0,0.0,5.0,-32.0,-2.5,132.0,10.2,-2.1,3.0,4.3,0.0,0.0,0.0,96.4,2023-08-28
00-0037197,2022,Isiah Pacheco,PachIs00,KC,23.0,RB,17.0,11.0,14.0,13.0,130.0,0.0,7.0,-27.0,-2.1,157.0,12.1,-0.6,1.0,13.0,0.0,0.0,0.0,105.4,2023-08-28
00-0032385,2022,Sterling Shepard,ShepSt00,NYG,29.0,WR,3.0,2.0,24.0,13.0,154.0,1.0,4.0,99.0,7.6,55.0,4.2,9.4,1.0,13.0,3.0,0.125,0.0,87.8,2023-08-28
00-0036950,2022,Avery Williams,WillAv02,ATL,24.0,RB,17.0,3.0,14.0,13.0,61.0,0.0,3.0,-18.0,-1.4,79.0,6.1,-1.5,1.0,13.0,0.0,0.0,0.0,84.8,2023-08-28
00-0033439,2022,Pharaoh Brown,BrowPh01,2TM,28.0,TE,16.0,8.0,20.0,12.0,117.0,0.0,6.0,34.0,2.8,83.0,6.9,6.4,0.0,,1.0,0.05,1.0,55.6,2023-08-28
00-0037304,2022,Connor Heyward,HeywCo00,PIT,23.0,TE,17.0,0.0,17.0,12.0,151.0,1.0,6.0,89.0,7.4,62.0,5.2,5.4,0.0,,0.0,0.0,1.0,93.0,2023-08-28
00-0034975,2022,Justice Hill,HillJu00,BAL,25.0,RB,15.0,0.0,12.0,12.0,58.0,0.0,2.0,-25.0,-2.1,83.0,6.9,-2.1,0.0,,0.0,0.0,0.0,86.8,2023-08-28
